,Year,Brand,Model,Cost,City,State,Mileage,Accident,Body,Engine,Owners,Usefor,Services
11,2018,BMW,X6_xDrive35i, 48900, Harriman, NY ,45522,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,4
12,2019,BMW,4_Series_430i_xDrive_Gran_Coupe, 33667, Huntington Station, NY ,35221,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
13,2018,BMW,3_Series_340i_xDrive, 42994, Tenafly, NJ ,4266,No Accident or Damage Reported,Sedan,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,7
14,2018,BMW,X2_xDrive28i, 29695, Great Neck, NY ,13476,No Accident or Damage Reported,SUV,Orange_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,10
15,2019,BMW,8_Series_M850i_xDrive, 83998, Westbury, NY ,11843,No Accident or Damage Reported,Coupe,Black_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,7
16,2021,BMW,3_Series_330i_xDrive, 45814, Greenwich, CT ,2437,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
17,2021,BMW,X1_xDrive28i, 38997, Shrewsbury, NJ ,11988,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
18,2019,BMW,i8, 112900, Englewood Cliffs, NJ ,8917,No Accident or Damage Reported,Convertible,Gray_Engine:_3_Cyl_1.5_L_,CARFAX 1-Owner,Personal Use,4
19,2018,BMW,X5_xDrive35i, 37985, Yonkers, NY ,45190,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,5
20,2018,BMW,3_Series_330i_xDrive, 26990, Ridgefield, CT ,49178,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
21,2018,BMW,4_Series_440i, 36995, Huntington Station, NY ,27104,No Accident or Damage Reported,Coupe,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
22,2018,BMW,X1_xDrive28i, 26995, Totowa, NJ ,29359,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,3
23,2020,BMW,7_Series_745e_xDrive_iPerformance, 69893, Westbury, NY ,20923,No Accident or Damage Reported,Sedan,Gray_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,9
24,2018,BMW,2_Series_230i_xDrive, 28988, Westbury, NY ,26612,No Accident or Damage Reported,Coupe,Red_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
25,2019,BMW,Z4_sDrive30i, 51995, Darien, CT ,17594,No Accident or Damage Reported,Convertible,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
26,2018,BMW,X2_xDrive28i, 30798, Tenafly, NJ ,20218,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
27,2019,BMW,X3_xDrive30i, 38595, Tenafly, NJ ,27052,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
28,2019,BMW,5_Series_M550i_xDrive, 60990, Ridgefield, CT ,22917,No Accident or Damage Reported,Sedan,Gray_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,11
29,2019,BMW,X7_xDrive50i, 84867, Greenwich, CT ,8100,No Accident or Damage Reported,SUV,Gray_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,5
30,2018,BMW,X2_xDrive28i, 29693, White Plains, NY ,21665,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,1
31,2018,BMW,3_Series_320i_xDrive, 22980, Richmond Hill, NY ,38443,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,1
32,2018,BMW,X5_xDrive35i, 39795, Harriman, NY ,41145,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
33,2019,BMW,X3_M40i, 48340, Rochelle Park, NJ ,24715,No Accident or Damage Reported,SUV,Silver_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
34,2018,BMW,X3_xDrive30i, 37994, Mamaroneck, NY ,17499,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
35,2020,BMW,X3_M, 65988, Eatontown, NJ ,14183,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,8
36,2018,BMW,M4_Base, 63985, Larchmont, NY ,2972,No Accident or Damage Reported,Coupe,Gray_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
37,2020,BMW,Z4_sDrive30i, 52988, Eatontown, NJ ,3025,No Accident or Damage Reported,Convertible,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
38,2020,BMW,Z4_sDrive30i, 52988, Eatontown, NJ ,4392,No Accident or Damage Reported,Convertible,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
39,2018,BMW,3_Series_330i_xDrive, 31295, Darien, CT ,28197,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
40,2018,BMW,5_Series_530i_xDrive, 39795, Darien, CT ,29093,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,12
41,2019,BMW,4_Series_430i_xDrive_Gran_Coupe, 30336, Blauvelt, NY ,34996,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,1
42,2018,BMW,5_Series_530i_xDrive, 26690, Bronx, NY ,58673,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
43,2017,BMW,3_Series_330i_xDrive, 17450, Paterson, NJ ,92140,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
44,2019,BMW,X3_xDrive30i, 38733, Freeport, NY ,31149,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,8
45,2020,BMW,X5_M50i, 79921, Freeport, NY ,15075,No Accident or Damage Reported,SUV,White_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,5
46,2018,BMW,X3_xDrive30i, 33900, Summit, NJ ,25160,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
47,2018,BMW,X3_xDrive30i, 33995, Darien, CT ,34866,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,10
48,2018,BMW,X2_xDrive28i, 29998, Edison, NJ ,28201,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
49,2014,BMW,X6_xDrive35i, 21456, Elizabeth, NJ ,119593,Accident Reported,SUV,Blue_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,9
50,2018,BMW,X5_xDrive35i, 41980, Richmond Hill, NY ,24991,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
51,2019,BMW,X4_xDrive30i, 43500, Paramus, NJ ,27021,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
52,2018,BMW,X5_xDrive35i, 41943, Kenvil, NJ ,28196,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
53,2018,BMW,M4_Base, 60498, Huntington Station, NY ,21293,No Accident or Damage Reported,Convertible,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
54,2018,BMW,X2_xDrive28i, 28990, Ridgefield, CT ,40545,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,13
55,2018,BMW,X3_M40i, 45040, Rochelle Park, NJ ,31245,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,12
56,2020,BMW,X3_M, 69895, Harriman, NY ,8341,No Accident or Damage Reported,SUV,Gray_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,1
57,2018,BMW,X3_xDrive30i, 35490, Ridgefield, CT ,36766,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
58,2020,BMW,X5_xDrive40i, 57990, Ridgefield, CT ,26019,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,7
59,2019,BMW,X3_xDrive30i, 38990, Ridgefield, CT ,34429,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
60,2021,BMW,5_Series_540i_xDrive, 59895, Harriman, NY ,8705,No Accident or Damage Reported,Sedan,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
61,2018,BMW,X3_xDrive30i, 37900, Harriman, NY ,18468,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,1
62,2019,BMW,3_Series_330i_xDrive, 41900, Harriman, NY ,17183,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
63,2019,BMW,X5_xDrive40i, 56540, Rochelle Park, NJ ,22989,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,5
64,2018,BMW,X1_xDrive28i, 28943, Freeport, NY ,21753,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
65,2018,BMW,X3_xDrive30i, 36921, Freeport, NY ,21633,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
66,2018,BMW,X2_xDrive28i, 29493, Freeport, NY ,16004,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,13
67,2018,BMW,X5_xDrive35i, 34636, Jamaica, NY ,57889,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,10
68,2018,BMW,3_Series_330i_xDrive, 25850, Jackson Heights, NY ,36237,Accident/Minor Damage,Sedan,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,14
69,2020,BMW,M5, 88550, Mamaroneck, NY ,25907,No Accident or Damage Reported,Sedan,Black_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,13
70,2018,BMW,X2_xDrive28i, 32879, Tenafly, NJ ,15905,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,8
71,2018,BMW,X3_M40i, 43432, Mamaroneck, NY ,44180,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
72,2018,BMW,X3_xDrive30i, 37579, Tenafly, NJ ,26858,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
73,2019,BMW,X3_xDrive30i, 27766, Irvington, NJ ,69002,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
74,2019,BMW,X3_xDrive30i, 39932, Tenafly, NJ ,11100,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
75,2018,BMW,X3_M40i, 43432, Mamaroneck, NY ,44180,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
76,2018,BMW,X2_xDrive28i, 32879, Tenafly, NJ ,15905,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,8
77,2018,BMW,5_Series_540i_xDrive, 37995, Greenvale, NY ,47314,No Accident or Damage Reported,Sedan,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,5
78,2018,BMW,X2_xDrive28i, 31450, Tenafly, NJ ,16647,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,10
79,2013,BMW,X5_xDrive35i, 14775, E Rutherford, NJ ,117499,No Accident or Damage Reported,SUV,Bronze_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,28
80,2019,BMW,X3_xDrive30i, 38500, Tenafly, NJ ,32243,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
81,2018,BMW,X1_xDrive28i, 29950, Mamaroneck, NY ,30123,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
82,2018,BMW,X5_xDrive35i, 46450, Tenafly, NJ ,11274,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,5
83,2018,BMW,X1_xDrive28i, 27800, Westport, CT ,30390,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
84,2018,BMW,X2_xDrive28i, 33988, Westbury, NY ,5867,No Accident or Damage Reported,SUV,Orange_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
85,2018,BMW,X3_M40i, 45162, Greenwich, CT ,34013,No Accident or Damage Reported,SUV,Silver_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,7
86,2018,BMW,3_Series_330i_xDrive, 31590, Ridgefield, CT ,24419,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
87,2019,BMW,X4_xDrive30i, 44995, Harriman, NY ,31148,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,3
88,2018,BMW,X3_xDrive30i, 35865, Greenwich, CT ,33014,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,12
89,2019,BMW,i8, 118998, Westbury, NY ,12313,No Accident or Damage Reported,Convertible,Gray_Engine:_3_Cyl_1.5_L_,CARFAX 1-Owner,Personal Use,7
90,2018,BMW,X1_xDrive28i, 29990, Ridgefield, CT ,24195,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,13
91,2018,BMW,X3_xDrive30i, 37330, Rochelle Park, NJ ,23222,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,10
92,2019,BMW,5_Series_530i_xDrive, 41750, Harriman, NY ,16020,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
93,2019,BMW,4_Series_430i_xDrive, 33360, Huntington Station, NY ,45014,No Accident or Damage Reported,Coupe,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
94,2018,BMW,X5_xDrive35i, 41500, Glen Cove, NY ,28223,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,11
95,2018,BMW,X2_xDrive28i, 29998, COLONIA, NJ ,27711,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,13
96,2018,BMW,X2_xDrive28i, 32743, Freeport, NY ,12376,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,12
97,2019,BMW,X5_xDrive40i, 59918, Freeport, NY ,11171,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,8
98,2018,BMW,X3_xDrive30i, 37933, Freeport, NY ,18212,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,16
99,2019,BMW,X3_xDrive30i, 39957, Freeport, NY ,18806,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,3
100,2018,BMW,X3_xDrive30i, 37933, Freeport, NY ,18212,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,16
101,2020,BMW,X3_xDrive30i, 41991, Freeport, NY ,4982,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,3
102,2018,BMW,3_Series_330i_xDrive, 26978, White Plains, NY ,49490,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
103,2019,BMW,5_Series_530e_xDrive_iPerformance, 32904, Trenton, NJ ,60488,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,28
104,2018,BMW,3_Series_320i_xDrive, 29279, Trenton, NJ ,18607,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
105,2018,BMW,6_Series_640i_xDrive_Gran_Turismo, 42980, Richmond Hill, NY ,20390,No Accident or Damage Reported,Hatchback,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,0
106,2018,BMW,5_Series_530i_xDrive, 31980, Richmond Hill, NY ,44896,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,16
107,2018,BMW,3_Series_330i, 27498, Princeton, NJ ,29035,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
108,2014,BMW,X1_xDrive28i, 13978, West Long Branch, NJ ,86640,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,2-Owner,Personal Use,24
109,2013,BMW,X5_xDrive50i, 15990, Parlin, NJ ,100000,No Accident or Damage Reported,SUV,Black_Engine:_8_Cyl_4.4_L_,3+ Owners,Personal Use,31
110,2019,BMW,i8, 105000, Nanuet, NY ,14318,No Accident or Damage Reported,Coupe,Gray_Engine:_3_Cyl_1.5_L_,2-Owner,Personal Use,3
111,2019,BMW,M5_Competition, 89700, Nanuet, NY ,20182,No Accident or Damage Reported,Sedan,Gray_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Corporate Use,9
112,2018,BMW,3_Series_320i_xDrive, 22995, Hackensack, NJ ,41730,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.0_L_,2-Owner,Personal Use,4
113,2019,BMW,4_Series_430i_xDrive, 30495, Great Neck, NY ,46183,No Accident or Damage Reported,Coupe,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
114,2018,BMW,X3_xDrive30i, 34895, Edison, NJ ,44321,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
115,2019,BMW,X3_xDrive30i, 35999, Trenton, NJ ,45774,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,15
116,2018,BMW,X5_xDrive35i, 39995, Jersey City, NJ ,22410,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,1
117,2017,BMW,M4_Base, 62114, White Plains, NY ,5800,No Accident or Damage Reported,Convertible,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
118,2018,BMW,3_Series_330i_xDrive_Gran_Turismo, 29999, Trenton, NJ ,46827,No Accident or Damage Reported,Hatchback,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
119,2021,BMW,X5_xDrive40i, 61995, Parsippany, NJ ,4288,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
120,2019,BMW,7_Series_740i_xDrive, 54995, Mount Kisco, NY ,39803,No Accident or Damage Reported,Sedan,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,6
121,2021,BMW,8_Series_M850i_xDrive_Gran_Coupe, 98999, Ramsey, NJ ,12429,No Accident or Damage Reported,Sedan,White_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,4
122,2018,BMW,3_Series_340i_xDrive, 36980, Richmond Hill, NY ,19204,Accident/Minor Damage,Sedan,Blue_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,1
123,2018,BMW,X3_M40i, 44998, Kenvil, NJ ,37771,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,5
124,2018,BMW,4_Series_430i_xDrive_Gran_Coupe, 27215, White Plains, NY ,51529,No Accident or Damage Reported,Sedan,Brown_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
125,2020,BMW,5_Series_540i_xDrive, 57181, White Plains, NY ,7749,No Accident or Damage Reported,Sedan,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,2
126,2018,BMW,X3_xDrive30i, 27607, Lynbrook, NY ,48400,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,20
127,2018,BMW,X3_xDrive30i, 39295, Harriman, NY ,24791,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,9
128,2018,BMW,X1_xDrive28i, 31900, Harriman, NY ,19735,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
129,2018,BMW,X3_M40i, 43990, Ridgefield, CT ,38877,No Accident or Damage Reported,SUV,Blue_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,12
130,2018,BMW,6_Series_640i_xDrive_Gran_Turismo, 44998, Westbury, NY ,32983,No Accident or Damage Reported,Hatchback,White_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,8
131,2018,BMW,X1_xDrive28i, 30490, Ridgefield, CT ,26233,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,12
132,2018,BMW,X1_xDrive28i, 31595, Harriman, NY ,18475,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
133,2017,BMW,2_Series_M240i_xDrive, 37950, Greenwich, CT ,11456,No Accident or Damage Reported,Convertible,Red_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,7
134,2018,BMW,5_Series_M550i_xDrive, 42995, Bronx, NY ,44764,No Accident or Damage Reported,Sedan,Gray_Engine:_8_Cyl_4.4_L_,CARFAX 1-Owner,Personal Use,4
135,2018,BMW,5_Series_540i_xDrive, 40990, Ridgefield, CT ,48224,No Accident or Damage Reported,Sedan,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,14
136,2018,BMW,X3_xDrive30i, 37995, Harriman, NY ,35881,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,11
137,2018,BMW,X1_xDrive28i, 30495, Harriman, NY ,31436,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
138,2019,BMW,5_Series_540i_xDrive, 49990, Ridgefield, CT ,24250,No Accident or Damage Reported,Sedan,Blue_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,7
139,2018,BMW,X2_xDrive28i, 29844, Huntington Station, NY ,27993,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
140,2019,BMW,4_Series_430i_xDrive_Gran_Coupe, 33975, Oyster Bay, NY ,35675,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
141,2019,BMW,X3_xDrive30i, 40299, Huntington Station, NY ,17757,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
142,2018,BMW,X3_M40i, 45990, Ridgefield, CT ,31609,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,16
143,2018,BMW,X3_xDrive30i, 38950, Greenwich, CT ,15560,No Accident or Damage Reported,SUV,Brown_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
144,2019,BMW,3_Series_330i_xDrive_Gran_Turismo, 36511, Greenwich, CT ,27142,No Accident or Damage Reported,Hatchback,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,4
